text,top_terms
"texts\cars\Перекуп объяснил, как по объявлению понять, что вам пытаются продать автохлам.txt","{'ru': 3.0, 'NaAvtotrasse': 3.0, 'изучение': 3.0, 'автохол': 2.0, 'средство': 2.0, 'транспортный': 2.0, 'объявление': 2.0, 'часто': 1.0, 'рассказывать': 1.0, 'износ': 1.0}"
texts\cars\Состоялась презентация 7-местного Mitsubishi DST.txt,"{'состояться': 2.0, 'DST': 2.0, 'консоль': 2.0, 'Motor': 2.0, 'Mitsubishi': 2.0, 'серийный': 2.0, 'машина': 2.0, 'презентация': 1.0, 'салон': 1.0, 'шестиугольный': 1.0}"
"texts\cars\Топ-10 автомобилей, которым не грозит ржавчина. Среди них есть машины из КНР.txt","{'выделяться': 2.0, 'автомобиль': 2.0, 'ржавчина': 2.0, 'руль': 2.0, 'V': 1.0, 'китайский': 1.0, 'Geely': 1.0, 'Jolion': 1.0, 'оцинковка': 1.0, 'CR': 1.0}"
texts\cars\У Mercedes остался только один комплект новинок.txt,"{'чемпионат': 4.0, 'мерседес': 2.0, 'гран-при': 2.0, 'команда': 2.0, 'днище': 2.0, 'расселл': 2.0, 'сообщаться': 1.0, 'новый': 1.0, 'сейчас': 1.0, 'состояться': 1.0}"
texts\cars\УАЗ обновил штампы для выпуска «Буханки».txt,"{'деталь': 4.0, 'ru': 3.0, 'уаз': 3.0, 'буханка': 2.0, 'другой': 2.0, 'Quto': 2.0, 'качество': 2.0, 'автомобиль': 2.0, 'ряд': 2.0, 'сопряжение': 2.0}"
texts\cars\Эксперт призвал россиян отказаться от покупки китайских автомобилей.txt,"{'китайский': 4.0, 'SpeedMe': 4.0, 'тыс': 4.0, 'автомобиль': 3.0, 'покупка': 2.0, 'призывать': 2.0, 'марка': 2.0, 'обновление': 2.0, 'россиянин': 2.0, 'эксперт': 2.0}"
"texts\cars\Эксперт рассказал, как сэкономить на автощетках.txt","{'рубль': 7.0, 'тыс': 4.0, 'аргумент': 2.0, 'резинка': 2.0, 'стеклоочиститель': 2.0, 'замена': 2.0, 'сэкономить': 2.0, 'факт': 2.0, 'SM': 2.0, 'ИА': 2.0}"
texts\culture\GamesVoice опубликовала русскую версию еще одной песни из Alan Wake 2.txt,"{'ru': 4.0, 'Alan': 3.0, 'GamesVoice': 3.0, 'Wake': 3.0, 'один': 3.0, 'песня': 2.0, 'Metaratings': 2.0, 'студия': 2.0, 'Gamemag': 2.0, 'Cybersport': 2.0}"
texts\culture\SHAMAN назвал себя из будущего своим главным конкурентом.txt,"{'ru': 5.0, 'Passion': 4.0, 'себя': 3.0, 'свой': 3.0, 'конкурент': 3.0, 'выступать': 2.0, 'дронов': 2.0, 'главный': 2.0, 'певец': 2.0, 'называть': 2.0}"
texts\culture\Александр Ревва сыграет главную роль в продолжении сериала «Ждун».txt,"{'ждун': 4.0, 'сериал': 3.0, 'роль': 3.0, 'александр': 3.0, 'ru': 3.0, 'ревва': 3.0, 'главный': 3.0, 'Passion': 3.0, 'семейный': 2.0, 'комедия': 2.0}"
texts\culture\В Башкирии выполняют задачу Путина.txt,"{'газета': 3.0, 'развитие': 3.0, 'общественный': 3.0, 'электронный': 3.0, 'творческий': 2.0, 'радий': 2.0, 'хабир': 2.0, 'встреча': 2.0, 'ход': 1.0, 'рассказывать': 1.0}"
texts\culture\В Крыму сегодня стартует прокат нового российского фильма-сказки «Огниво».txt,"{'огниво': 3.0, 'сказка': 3.0, 'фильм': 3.0, 'новый': 2.0, 'гтрк': 2.0, 'прокат': 2.0, 'размах': 1.0, 'самара': 1.0, 'сцена': 1.0, 'просить': 1.0}"
texts\culture\Группировка «Ленинград» выпустила сингл «Ёлки. Тёлки. Озеро».txt,"{'сингл': 3.0, 'группировка': 3.0, 'ленинград': 2.0, 'елка': 2.0, 'газета': 2.0, 'российский': 2.0, 'выпускать': 2.0, 'композиция': 1.0, 'шнуров': 1.0, 'новый': 1.0}"
texts\culture\Девушки из школы №9 погрузились в атмосферу первого бала Наташи Ростовой.txt,"{'аткарский': 5.0, 'газета': 4.0, 'бал': 3.0, 'не': 3.0, 'произведение': 2.0, 'классический': 2.0, 'я': 2.0, 'первый': 2.0, 'в': 2.0, 'погружаться': 2.0}"
texts\culture\Звезда 90-х Профессор Лебединский опубликовал публичное завещание.txt,"{'лебединский': 6.0, 'профессор': 3.0, 'опубликовывать': 2.0, 'газета': 2.0, 'Ru': 2.0, 'свой': 2.0, 'завещание': 2.0, 'год': 2.0, 'хит': 1.0, 'болезнь': 1.0}"
"texts\culture\Комик Чебатков заявил, что ему сложнее выступать на английском, чем на русском.txt","{'региональный': 3.0, 'на': 3.0, 'главный': 3.0, 'комик': 3.0, 'русский': 3.0, 'рассказывать': 2.0, 'я': 2.0, 'выступать': 2.0, 'язык': 2.0, 'английский': 2.0}"
texts\culture\Лидер «Миража» Алексей Горбашов обвинил фильм о «Руки Вверх!» в клевете.txt,"{'ru': 4.0, 'вверх': 3.0, 'андрей': 3.0, 'рука': 3.0, 'группа': 3.0, 'фильм': 3.0, 'мираж': 3.0, 'директор': 3.0, 'Passion': 3.0, 'горбашов': 3.0}"
texts\culture\Мастер комедии и трюков 10 лучших фильмов с Джеки Чаном.txt,"{'джеки': 5.0, 'чемпионат': 4.0, 'чан': 4.0, 'фильм': 3.0, 'боевик': 2.0, 'полицейский': 2.0, 'который': 2.0, 'главный': 2.0, 'год': 2.0, 'золото': 1.0}"
texts\culture\На НТВ — финал седьмого сезона самого популярного сериала России.txt,"{'нтв': 4.0, 'седьмой': 3.0, 'сезон': 3.0, 'сериал': 2.0, 'невский': 2.0, 'Mag': 2.0, 'зритель': 2.0, 'TV': 2.0, 'панкратов': 1.0, 'хит': 1.0}"
texts\culture\Начались съемки комедии «Старый орел» с Деревянко и Михалковой.txt,"{'съемка': 3.0, 'деревянко': 3.0, 'новый': 2.0, 'орел': 2.0, 'село': 2.0, 'батраз': 2.0, 'ru': 2.0, 'михалкова': 2.0, 'Lenta': 2.0, 'павел': 2.0}"
texts\culture\Новосибирские разработчики «Смуты» планируют полностью переозвучить игру.txt,"{'новосибирск': 3.0, 'смута': 3.0, 'новый': 2.0, 'полностью': 2.0, 'переозвучивать': 2.0, 'голос': 2.0, 'кп': 2.0, 'игра': 2.0, 'герой': 2.0, 'главный': 2.0}"
texts\culture\Сказочный блокбастер «Огниво» вышел на экраны страны.txt,"{'огниво': 2.0, 'гтрк': 2.0, 'экран': 2.0, 'сказка': 2.0, 'блокбастер': 2.0, 'выходить': 2.0, 'ставрополье': 1.0, 'основа': 1.0, 'новый': 1.0, 'возможность': 1.0}"
texts\culture\Умер режиссер первых серий «Улиц разбитых фонарей» Игорь Москвитин.txt,"{'москвитин': 4.0, 'год': 3.0, 'режиссер': 3.0, 'улица': 2.0, 'игорь': 2.0, 'фонарь': 2.0, 'разбивать': 2.0, 'умирать': 2.0, 'коммерсант': 2.0, 'оканчивать': 1.0}"
texts\economics\«Туркменгаз» назвал причину прекращения поставок газа в РФ.txt,"{'газ': 6.0, 'поставка': 4.0, 'тасс': 3.0, 'туркменгаз': 3.0, 'год': 3.0, 'контракт': 2.0, 'куб': 2.0, 'россия': 2.0, 'млрд': 2.0, 'м': 2.0}"
texts\economics\Банк России поднял ключевую ставку до исторического максимума — 21% годовых.txt,"{'россия': 4.0, 'банк': 4.0, 'ключевой': 3.0, 'ставка': 3.0, 'исторический': 2.0, 'прогноз': 2.0, 'подымать': 2.0, 'максимум': 2.0, 'инфляция': 2.0, 'инфляционный': 1.0}"
"texts\economics\В производство строительной арматуры в Уфе инвестируют ₽2,7 млрд.txt","{'башинформ': 2.0, 'производство': 2.0, 'место': 2.0, 'рабочий': 2.0, 'млрд': 2.0, 'арматура': 1.0, 'новый': 1.0, 'создавать': 1.0, 'архангельский': 1.0, 'статус': 1.0}"
"texts\economics\Индия в августе нарастила закупки российских нефтепродуктов в 1,4 раза.txt","{'миллион': 7.0, 'нефтепродукт': 4.0, 'август': 3.0, 'риа': 3.0, 'доллар': 3.0, 'индия': 3.0, 'газета': 2.0, 'первый': 2.0, 'Ru': 2.0, 'новость': 2.0}"
"texts\economics\Набиуллина допустила, что Центробанк может повысить ставку выше 21% в декабре.txt","{'ставка': 3.0, 'повышать': 3.0, 'ключевой': 2.0, 'регулятор': 2.0, 'учет': 2.0, 'мочь': 2.0, 'годовой': 2.0, 'процент': 2.0, 'декабрь': 2.0, 'заседание': 2.0}"
texts\economics\Набиуллина объяснила рост цен в 2024 году перегревом спроса.txt,"{'рост': 4.0, 'регулятор': 3.0, 'глава': 3.0, 'цена': 3.0, 'ключевой': 2.0, 'перегрев': 2.0, 'объяснять': 2.0, 'ставка': 2.0, 'спрос': 2.0, 'слово': 2.0}"
texts\economics\Пять компаний получили сертификаты «Сделано в России» по соглашению с РЭЦ.txt,"{'риа': 4.0, 'сертификат': 4.0, 'новость': 4.0, 'россия': 4.0, 'сделать': 3.0, 'компания': 3.0, 'получать': 3.0, 'соглашение': 2.0, 'продвижение': 2.0, 'пять': 2.0}"
texts\economics\токенизированные RWA-активы станут конкурентами USDT от Tether.txt,"{'РБК': 5.0, 'RWA': 3.0, 'токенизировать': 2.0, 'токен': 2.0, 'актив': 2.0, 'новый': 1.0, 'разрешать': 1.0, 'сектор': 1.0, 'тенденция': 1.0, 'криптоэкономика': 1.0}"
"texts\economics\Чистая прибыль Mercedes-Benz в III кв. упала в два раза, не оправдав прогнозов.txt","{'Mercedes': 3.0, 'млрд': 3.0, 'продавать': 2.0, 'Benz': 2.0, 'интерфакс': 2.0, 'чистый': 2.0, 'автомобиль': 2.0, 'квартал': 2.0, 'год': 2.0, 'снижаться': 2.0}"
texts\economics\Экономист Беляев назвал самым выгодным способом вложения денег вклады в банках.txt,"{'вклад': 3.0, 'банк': 3.0, 'беляев': 2.0, 'экономист': 2.0, 'способ': 2.0, 'ru': 2.0, 'вложение': 2.0, 'Lenta': 2.0, 'ридус': 2.0, 'правило': 1.0}"
texts\economics\Эксперты РБК дали прогноз по курсу рубля после решения ЦБ по ставке.txt,"{'РБК': 5.0, 'ставка': 4.0, 'год': 4.0, 'цб': 3.0, 'цель': 2.0, 'кредит': 2.0, 'эксперт': 2.0, 'пересчет': 2.0, 'октябрь': 2.0, 'инфляция': 2.0}"
texts\science\Clone создали искусственные мышцы для роботов.txt,"{'робот': 4.0, 'N': 3.0, 'тело': 2.0, 'создавать': 2.0, 'искусственный': 2.0, 'Clone': 2.0, 'мышца': 2.0, 'двигать': 1.0, 'анатомия': 1.0, 'гидравлический': 1.0}"
texts\science\JAMA Ophthalmology добавки с куркумином защищают от потери зрения.txt,"{'развитие': 3.0, 'куркумин': 3.0, 'Anonsens': 3.0, 'риск': 3.0, 'дегенерация': 2.0, 'макулярный': 2.0, 'возрастной': 2.0, 'Ophthalmology': 2.0, 'слепота': 2.0, 'добавка': 2.0}"
texts\science\LU химики приблизились к открытию самого тяжелого элемента таблицы Менделеева.txt,"{'элемент': 5.0, 'экоправда': 3.0, 'ученый': 2.0, 'сверхтяжелый': 2.0, 'таблица': 2.0, 'исследование': 2.0, 'год': 2.0, 'тяжелый': 2.0, 'эксперимент': 2.0, 'ход': 1.0}"
"texts\science\«Палеороботы» расскажут ученым, как рыбы вышли на сушу.txt","{'рыба': 4.0, 'древний': 3.0, 'ученый': 2.0, 'ru': 2.0, 'ишид': 2.0, 'Lenta': 2.0, 'выходить': 2.0, 'сушить': 2.0, 'рассказывать': 1.0, 'современный': 1.0}"
texts\science\Академик Черниговская сравнила интеллект человека и ИИ.txt,"{'человек': 5.0, 'экоправда': 3.0, 'семиотический': 2.0, 'черниговский': 2.0, 'ия': 2.0, 'академик': 2.0, 'ран': 2.0, 'интеллект': 2.0, 'ключевой': 1.0, 'современный': 1.0}"
texts\science\В горах Узбекистана найдены два средневековых города Шёлкового пути.txt,"{'окружать': 2.0, 'узбекистан': 2.0, 'газета': 2.0, 'гора': 2.0, 'российский': 2.0, 'средневековый': 2.0, 'друг': 2.0, 'город': 2.0, 'два': 2.0, 'обнаруживать': 1.0}"
texts\science\В Сибири первую фазу испытаний прошло единственное в России лекарство от рака.txt,"{'испытание': 4.0, 'препарат': 4.0, 'первый': 3.0, 'фаза': 3.0, 'единственный': 2.0, 'проходить': 2.0, 'сибирь': 2.0, 'риа': 2.0, 'новость': 2.0, 'вводить': 2.0}"
texts\science\Идет расследование новой тайны обнаружено «нечто» в телах перуанских мумий.txt,"{'обнаруживать': 2.0, 'перо': 2.0, 'мумия': 2.0, 'подделка': 1.0, 'современный': 1.0, 'ученый': 1.0, 'предполагать': 1.0, 'новый': 1.0, 'образец': 1.0, 'осмий': 1.0}"
texts\science\Исследование раскрывает новую роль воспалительного белка в жировой ткани.txt,"{'Android': 4.0, 'com': 4.0, 'исследование': 4.0, 'robot': 4.0, 'новый': 3.0, 'жировой': 3.0, 'энергия': 3.0, 'воспалительный': 3.0, 'IL': 3.0, 'белок': 2.0}"
texts\science\Российские нейросети помогут в мониторинге земель.txt,"{'объект': 3.0, 'PointNext': 2.0, 'данные': 2.0, 'алгоритм': 2.0, 'нейросеть': 2.0, 'российский': 2.0, 'постройка': 2.0, 'земля': 2.0, 'маркс': 2.0, 'карл': 2.0}"
texts\science\Учёные разработали микророботов для точной доставки лекарств.txt,"{'Ferra': 3.0, 'микроробот': 3.0, 'лекарство': 3.0, 'ученый': 2.0, 'разрабатывать': 2.0, 'доставка': 2.0, 'ход': 1.0, 'новый': 1.0, 'технологический': 1.0, 'зерно': 1.0}"
texts\science\Учёные рассказали о важности генеративного ИИ в образовании будущего.txt,"{'ия': 3.0, 'РБК': 2.0, 'Ferra': 2.0, 'москва': 2.0, 'оценка': 2.0, 'важность': 2.0, 'GenAI': 2.0, 'работа': 2.0, 'санкт-петербург': 2.0, 'ключевой': 1.0}"
"texts\science\Учёные рассказали, что красное мясо способствует развитию рака.txt","{'рак': 4.0, 'ученый': 2.0, 'теломераз': 2.0, 'колоректальный': 2.0, 'мясо': 2.0, 'красный': 2.0, 'фермент': 2.0, 'медиапоток': 2.0, 'способствовать': 2.0, 'замедлять': 1.0}"
"texts\science\Учёный объяснил, могут ли грибки привести к зомби-апокалипсису.txt","{'Today': 3.0, 'Planet': 3.0, 'ученый': 2.0, 'насекомое': 2.0, 'гигиена': 2.0, 'грибок': 2.0, 'обнаруживать': 1.0, 'периодический': 1.0, 'больший': 1.0, 'cicadina': 1.0}"
"texts\science\Учёными озвучены ТОП-6 ключевых эпигенетических признаков того, что идет рак.txt","{'ученый': 2.0, 'эпигенетический': 2.0, 'UfacityNews': 2.0, 'ru': 2.0, 'ген': 2.0, 'ключевой': 1.0, 'озвучивать': 1.0, 'ядро': 1.0, 'рассказывать': 1.0, 'влиять': 1.0}"
texts\science\Ученые выявили самый мощный вулканический выброс за последние 10 тыс. лет.txt,"{'вулкан': 4.0, 'ученый': 3.0, 'кикать': 3.0, 'последний': 3.0, 'год': 3.0, 'извержение': 2.0, 'объем': 2.0, 'аномальный': 2.0, 'километр': 2.0, 'ru': 2.0}"
texts\science\Ученые создали цифровые двойники пациентов для прогнозирования лечения рака.txt,"{'Ferra': 4.0, 'ученый': 3.0, 'пациент': 3.0, 'лечение': 3.0, 'метод': 2.0, 'точный': 2.0, 'испытание': 2.0, 'использовать': 2.0, 'двойник': 2.0, 'технология': 2.0}"
texts\sport\«Он — рок-звезда!» Реакция Америки на грандиозное достижение Бобровского в НХЛ.txt,"{'чемпионат': 4.0, 'достижение': 2.0, 'реакция': 2.0, 'победа': 2.0, 'америка': 2.0, 'бобровский': 2.0, 'матч': 2.0, 'уникальный': 1.0, 'й': 1.0, 'вратарь': 1.0}"
"texts\sport\«Тампа» дома проиграла «Миннесоте», Капризов и Кучеров забросили шайбы.txt","{'тампа': 3.0, 'лайтнинг': 2.0, 'риа': 2.0, 'миннесота': 2.0, 'новость': 2.0, 'каприз': 2.0, 'кучер': 2.0, 'матч': 2.0, 'национальный': 1.0, 'хоккейный': 1.0}"
texts\sport\Бобровского признали первой звездой дня в НХЛ после рекордной 400-й победы.txt,"{'матч': 4.0, 'признавать': 3.0, 'звезда': 3.0, 'бобровский': 3.0, 'флорида': 3.0, 'первый': 2.0, 'победа': 2.0, 'день': 2.0, 'национальный': 1.0, 'гостевой': 1.0}"
texts\sport\Болельщики «Спартака» скандировали «СКА - позор российского хоккея» на матче КХЛ.txt,"{'ска': 4.0, 'кхл': 2.0, 'спартак': 2.0, 'чемпионат': 2.0, 'хоккей': 2.0, 'скандировать': 2.0, 'российский': 2.0, 'болельщик': 2.0, 'позор': 2.0, 'матч': 2.0}"
texts\sport\Воспитанник «Краснодара» Дашин В США ни разу не столкнулся с дискриминацией.txt,"{'краснодар': 4.0, 'сша': 3.0, 'воспитанник': 3.0, 'ru': 3.0, 'дашин': 2.0, 'News': 2.0, 'рассказывать': 1.0, 'ratings': 1.0, 'являться': 1.0, 'очко': 1.0}"
texts\sport\Гран При Мехико Элементы силовых установок.txt,"{'ru': 4.0, 'элемент': 3.0, 'мехико': 3.0, 'установка': 3.0, 'силовой': 3.0, 'перед': 2.0, 'гран': 2.0, 'команда': 2.0, 'гонщик': 2.0, 'MGU': 2.0}"
texts\sport\Евгений Кузнецов заработал три удаления за первые 10 минут матча со «Спартаком».txt,"{'кузнецов': 3.0, 'спартак': 2.0, 'первый': 2.0, 'евгений': 2.0, 'Smotrim': 2.0, 'удаление': 2.0, 'ru': 2.0, 'зарабатывать': 2.0, 'минута': 2.0, 'три': 2.0}"
texts\sport\Колапинто проигнорировал Брандла в Остине из-за слов о Пересе.txt,"{'колапинто': 4.0, 'чемпионат': 3.0, 'брандл': 3.0, 'остин': 2.0, 'франко': 2.0, 'команда': 2.0, 'слово': 2.0, 'перес': 2.0, 'Sports': 2.0, 'проигнорировать': 2.0}"
texts\sport\Мадридский «Реал» хочет вернуть ветерана в Ла Лигу из «Аль-Насра».txt,"{'реал': 2.0, 'насра': 2.0, 'клуб': 2.0, 'саудовский': 2.0, 'Legalbet': 2.0, 'лапорт': 2.0, 'мадридский': 2.0, 'аль': 2.0, 'состав': 1.0, 'соглашение': 1.0}"
texts\sport\Назван лучший игрок Ла Лиги в XXI веке.txt,"{'местись': 3.0, 'чемпионат': 3.0, 'барселона': 3.0, 'хороший': 2.0, 'ру': 2.0, 'футбол': 2.0, 'евро': 2.0, 'XXI': 1.0, 'выезд': 1.0, 'реал': 1.0}"
texts\sport\Получивший паспорт РФ защитник «Зенита» Сантос встанет на воинский учёт.txt,"{'сантос': 4.0, 'защитник': 3.0, 'зенит': 3.0, 'учет': 2.0, 'пятикратный': 2.0, 'вставать': 2.0, 'петербургский': 2.0, 'российский': 2.0, 'паспорт': 2.0, 'воинский': 2.0}"
"texts\sport\Хэмилтон обратил внимание, что Ферстаппен использует спорные маневры.txt","{'ru': 4.0, 'ферстаппный': 4.0, 'хэмилтон': 4.0, 'ratings': 3.0, 'Bookmaker': 3.0, 'ландо': 3.0, 'макс': 3.0, 'трасса': 3.0, 'штраф': 2.0, 'предел': 2.0}"
"texts\sport\Экс-тренер Федерера Любич Думаю, что сам Джокович не знает, что сейчас делать.txt","{'ru': 4.0, 'GoTennis': 3.0, 'джокович': 3.0, 'федерер': 2.0, 'экс': 2.0, 'новак': 2.0, 'тренер': 2.0, 'теннисист': 2.0, 'любичич': 1.0, 'август': 1.0}"
